,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
21033,2023,46135LNSTRPUTNA,110056963451.0,BUZZI UNICEM USA-GREENCASTLE PLANT,3301 S COUNTY RD 150 W,GREENCASTLE,PUTNAM,IN,46135,,,39.616615,-86.868632,NAD83,RC LONESTAR INC,802861687.0,RC LONESTAR INC,BUZZI SPA,,BUZZI SPA,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1323221995677,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1695.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0,2565.0,0.0,0.0,2539.0,26.0,0.0,28624476.0,2037.0,0.0,0.0,0.0,0.0,28629078.0,,PRODUCTION,0.99
21042,2023,47429CKNCX6300N,110000403242.0,COOK INC ELLETTSVILLE NORTH,6300 N MATTHEWS DR,ELLETTSVILLE,MONROE,IN,47429,,,39.242581,-86.622222,NAD83,COOK GROUP INC,,COOK GROUP INC,,,,NO,339,Miscellaneous Manufacturing,,,,,,,339112,,,,,,1323221617640,Ethylene oxide,NO,0000075218,75-21-8,5405.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64410.0,0.0,64421.0,,PRODUCTION,1.0
21053,2023,46135LNSTRPUTNA,110056963451.0,BUZZI UNICEM USA-GREENCASTLE PLANT,3301 S COUNTY RD 150 W,GREENCASTLE,PUTNAM,IN,46135,,,39.616615,-86.868632,NAD83,RC LONESTAR INC,802861687.0,RC LONESTAR INC,BUZZI SPA,,BUZZI SPA,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1323221995766,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,7229.0,0.0,0.0,0.0,0.0,0.0,7305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7318.0,0.0,7229.0,76.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7318.0,,PRODUCTION,0.99
21111,2023,47150SMTCN520PA,110003132226.0,SAMTEC INC,520 PARK E BLVD,NEW ALBANY,FLOYD,IN,47150,,,38.34372,-85.82435,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332813,334417.0,,,,,1323221562921,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,185.3,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,6.3,0.0,0.0,3.6,1.701,0.999,0.0,0.0,0.0,185.3,0.0,0.0,191.6,,PRODUCTION,2.5
21121,2023,46360WLMCLBLAIN,110028097814.0,WM TECHNOLOGIES LLC,500 BLAINE ST,MICHIGAN CITY,LAPORTE,IN,46360,,,41.72438,-86.88819,NAD83,SPX CORP,6024129.0,SPX CORP,,,,NO,331,Primary Metals,,,,,,,331511,,,,,,1323222316248,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,1085.0,21.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,1761.34,0.0,0.0,1114.34,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.34,,PRODUCTION,1.38
21122,2023,46725RLCRFUSBUS,110000400290.0,REELCRAFT INDUSTRIES INC,2842 E BUS INESS HWY 30,COLUMBIA CITY,WHITLEY,IN,46725,,,41.14012,-85.43766,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323221898366,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,21047.0,0.0,0.0,0.0,21047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21072.0,26.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,21047.0,0.0,0.0,21073.0,,PRODUCTION,1.2
21175,2023,46345CRDNLFIRST,110000745855.0,ALEXANDER CHEMICAL CORP,7593 S FIRST RD,LAPORTE,LAPORTE,IN,46350,,,41.508421,-86.671524,NAD83,CARUS GROUP INC,5477666.0,CARUS GROUP INC,,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222184347,Nitric acid,NO,0007697372,7697-37-2,152686.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.27,5.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007,0.0,0.0,6.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007,,PRODUCTION,0.81
21176,2023,46143SFTYK475PA,110000396580.0,SAFETY-KLEEN SYSTEMS GREENWOOD (GRE),475 PARK 800 DR,GREENWOOD,JOHNSON,IN,46143,,,39.5916,-86.0976,NAD83,CLEAN HARBORS INC,157793639.0,CLEAN HARBORS INC,,,,NO,562,Hazardous Waste,,,,,,,562112,484220.0,484230.0,,,,1323221767534,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576.0,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,132.8,0.0,0.0,132.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,132.9,0.0,0.0,133.0,,ACTIVITY,0.87
21190,2023,46802SSXGR1601W,110000400888.0,ESSEX GROUP INC CHEMICAL PROCESSING PLANT,1601 WALL ST,FORT WAYNE,ALLEN,IN,46802,,,41.06979,-85.159162,NAD83,SUPERIOR ESSEX INC,131051851.0,SUPERIOR ESSEX INC,,,,NO,325,Chemicals,,,,,,,325510,331420.0,331318.0,,,,1323221825603,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475.0,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,,ACTIVITY,1.01
21191,2023,46809LBCLL3618W,110008338450.0,FORT WAYNE METALS RESEARCH PRODUCTS LLC  (FERGUSON SITE),3618 WEST FERGUSON ROAD,FORT WAYNE,ALLEN,IN,46809,,,40.98913,-85.18423,NAD83,FORT WAYNE METALS RESEARCH PRODUCTS LLC,56041122.0,FORT WAYNE METALS RESEARCH PRODUCTS LLC,,,,NO,331,Primary Metals,,,,,,,331491,331222.0,,,,,1323221833395,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,784.0,0.0,0.0,0.0,0.76,783.24,0.0,0.0,0.0,0.0,0.0,0.0,784.0,,PRODUCTION,1.8
21198,2023,47928PSCYG3300N,110000404349.0,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,3300 N STATE RT 63,CAYUGA,VERMILLION,IN,47928,,,39.923865,-87.422821,NAD83,DUKE ENERGY CORP,6996052.0,DUKE ENERGY CORP,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221894254,Ammonia,NO,0007664417,7664-41-7,152389.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,610.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,0.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,13400.0,,PRODUCTION,1.23
21224,2023,46224SPDWY1304O,110000397302.0,MPLX TERMINALS LLC - SPEEDWAY IN TERMINAL,1304 OLIN AVE,INDIANAPOLIS,MARION,IN,46222,,,39.784444,-86.228611,NAD83,MARATHON PETROLEUM CORP,968393996.0,MARATHON PETROLEUM CORP,,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221798198,Ethylbenzene,NO,0000100414,100-41-4,19406.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,71.0,0.0,0.0,70.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0,,PRODUCTION,1.01
21227,2023,4671WFCCDM936EA,110046371573.0,FCC (ADAMS) LLC,936 E PARR RD,BERNE,ADAMS,IN,46711,,,40.66542,-84.93958,NAD83,FCC (NORTH AMERICA) LLC,,FCC (NORTH AMERICA) LLC,,,FCC CO LTD,NO,336,Transportation Equipment,,,,,,,336350,,,,,,1323221934250,Ethylene glycol,NO,0000107211,107-21-1,24257.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27751.0,0.0,0.0,27751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27751.0,0.0,0.0,27751.0,,PRODUCTION,0.98
21263,2023,46992SGNTRMILLS,110017408287.0,THERMAFIBER INC,3711 MILL ST,WABASH,WABASH,IN,46992,,,40.796213,-85.860415,NAD83,OWENS CORNING,796514466.0,OWENS CORNING,,,,NO,327,Nonmetallic Mineral Product,,,,,,,327993,,,,,,1323221724750,Ammonia,NO,0007664417,7664-41-7,152389.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,24868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24868.0,0.0,0.0,24868.0,0.0,0.0,0.0,0.0,0.0,0.0,39341.0,0.0,64209.0,,PRODUCTION,0.65
21301,2023,46402SSGRYONENO,110000398374.0,USS GARY WORKS,1 N BROADWAY,GARY,LAKE,IN,46402,,,41.6125,-87.3114,NAD83,US STEEL CORP,29990699.0,US STEEL CORP,,,,NO,331,Primary Metals,,,,,,,331110,,,,,,1323222265187,Beryllium compounds,NO,N050,N050,649947.0,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,393.0,0.0,380.0,12.0,0.0,1.0,0.0,0.0,1300.0,0.0,0.0,0.0,1693.0,0.0,PRODUCTION,1.05
21310,2023,46224SPDWY1304O,110000397302.0,MPLX TERMINALS LLC - SPEEDWAY IN TERMINAL,1304 OLIN AVE,INDIANAPOLIS,MARION,IN,46222,,,39.784444,-86.228611,NAD83,MARATHON PETROLEUM CORP,968393996.0,MARATHON PETROLEUM CORP,,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221796307,Benzene,NO,0000071432,71-43-2,4754.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,280.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,618.0,0.0,0.0,610.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,,PRODUCTION,1.01
21319,2023,4694WHTNCX5WCLI,110003084224.0,HTI INC.,500 W. CLINTON ST.,LOGANSPORT,CASS,IN,46947,,,40.73613,-86.38265,NAD83,MATERIALS PROCESSING INC,40276248.0,MATERIALS PROCESSING INC,,,,NO,332,Fabricated Metals,,,,,,,332811,,,,,,1323221762786,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616.0,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1260.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40520.0,0.0,0.0,0.0,0.0,0.0,0.0,40660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,41920.0,40660.0,0.0,0.0,0.0,40520.0,140.0,0.0,0.0,0.0,0.0,0.0,1260.0,41920.0,,PRODUCTION,0.97
21332,2023,46701PRKRHSTATE,110003090823.0,PARKER HANNIFIN FLUID SYSTEM CONNECTORS DIV,903 N ORANGE ST,ALBION,NOBLE,IN,46701,,,41.4097,-85.4252,NAD83,PARKER HANNIFIN CORP,4175550.0,PARKER HANNIFIN CORP,,,,NO,332,Fabricated Metals,,,,,,,332912,,,,,,1323221843713,Copper,NO,0007440508,7440-50-8,150086.0,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,9.3,0.0,9.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2306076.0,89.0,0.0,0.0,2306165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306175.0,15.7,0.0,0.0,5.7,6.696,3.304,0.0,0.0,1741440.0,2306165.0,0.0,0.0,4047620.7,,PRODUCTION,1.25
21376,2023,46825PLSTC8301N,110000401299.0,PLASTIC COMPOSITES CO,8301 CLINTON PARK DR,FORT WAYNE,ALLEN,IN,46825,,,41.15753,-85.10734,NAD83,PLASTIC COMPOSITES CO,164174414.0,PLASTIC COMPOSITES CO,,,,NO,326,Plastics and Rubber,,,,,,,326199,,,,,,1323221594548,Styrene,NO,0000100425,100-42-5,19414.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,4621.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6601.0,0.0,0.0,6601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6601.0,,ACTIVITY,1.05
21385,2023,46902HYNSN1020W,110000401351.0,HAYNES INTERNATIONAL INC,2000 W DEFENBAUGH ST,KOKOMO,HOWARD,IN,46902,,,40.472124,-86.160002,NAD83,HAYNES INTERNATIONAL INC,,HAYNES INTERNATIONAL INC,,,,NO,331,Primary Metals,,,,,,,331491,,,,,,1323222130320,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475.0,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,7.0,685.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.25,64.99,0.0,64.99,0.0,2745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8690.0,0.0,0.0,0.0,0.0,0.0,0.0,11499.99,0.0,670338.0,0.0,0.0,111.0,670449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681948.99,12193.24,0.0,0.0,693.25,8739.392,2760.598,0.0,0.0,0.0,670449.0,0.0,0.0,682642.24,,PRODUCTION,1.01
21388,2023,47635RCKPR2791N,110000747924.0,ROCKPORT PLANT,2791 NORTH US HIGHWAY 231,ROCKPORT,SPENCER,IN,47635,,,37.9256,-87.0372,NAD83,AMERICAN ELECTRIC POWER,6979868.0,AMERICAN ELECTRIC POWER,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221778261,Polycyclic aromatic compounds,NO,N590,N590,649749.0,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,PRODUCTION,0.48
21396,2023,46268KRMSX8431G,110022827618.0,PIEZOTECH LLC,8431 GEORGETOWN RD,INDIANAPOLIS,MARION,IN,46268,,,39.90811,-86.24081,NAD83,AMPHENOL CORP,177220647.0,AMPHENOL CORP,,,,NO,334,Computers and Electronic Products,,,,,,,334419,,,,,,1323221656059,Lead  And Lead Compounds,YES,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.75,0.0,3936.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937.25,3939.25,0.0,0.0,2.0,0.0,3937.25,0.0,0.0,0.0,0.0,0.0,0.0,3939.25,,PRODUCTION,1.04
21407,2023,46540PTRTH10440,110007391189.0,ENTECH INC,10440 COUNTY ROAD 2,MIDDLEBURY,ELKHART,IN,46540,,,41.754978,-85.668617,NAD83,,,,,,,NO,321,Wood Products,,,,,,,321991,,,,,,1323221666302,Diisocyanates,NO,N120,N120,649715.0,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
