MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
8868,7500011,COLUMBUS OLD CITY LANDFILL,SR 11 & SR 46,Columbus,Bartholomew County,Superfund,SUP Other-Specify 3/31/1992,Environmental Restrictive Covenant,16,201000016571; 2019002811,22-Dec-10,Other (Specify);  Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction; Restricted Excavation Area,Subsurface Soil,Unknown,Entire Property,,60073361,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=60073361
8868,7500011,COLUMBUS OLD CITY LANDFILL,SR 11 & SR 46,Columbus,Bartholomew County,Superfund,SUP Other-Specify 3/31/1992,Environmental Restrictive Covenant,16,201000016571; 2019002811,22-Dec-10,Other (Specify);  Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction; Restricted Excavation Area,Subsurface Soil,Unknown,Entire Property,,60073361,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=60073361
8947,4081002,Cass County Board of Realtors Building,601 North St,Logansport,Cass County,Brownfields,BFF Comfort Letter 4/28/2009,Environmental Restrictive Covenant,923,2.009E+11,26-Jun-09,Ground Water Use Restriction,Ground Water,SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,49770151,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=49770151
9015,230,BEDREE CLEANERS & LAUNDRY,2727 E STATE BLVD,Fort Wayne,Allen County,State Cleanup,No Further Action,Environmental Restrictive Covenant,615,2011007466,18-Feb-11,Agricultural or Food Crop; Residential Use Restriction,Ground Water; SubSurface Soil; Surface Soil,VOC - Volatile Organic Compounds,Portion of property,,61198184,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=61198184
9111,4081201,Doc Chapman Automotive Service,703 E Pontiac St,Fort Wayne,Allen County,Brownfields,BFF No Further Action 5/15/2013,Environmental Restrictive Covenant,1438,,19-Aug-13,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property; Portion of Property,,68792140,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68792140
9429,7094,Speedway 6365,124 S East St,Lebanon,Boone County,UST,LUS No Further Action 12/22/2009,Environmental Restrictive Covenant,431,2.009E+11,23-Nov-09,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,68402684,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68402684
9754,4080902,Commons Mall,332 Commons Mall,Columbus,Bartholomew County,Brownfields,BFF Site Status Letter 2/27/2009,Environmental Restrictive Covenant,922,2.009E+11,15-Jul-09,Agricultural or Food Crop; Excavation Notice Required,Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; TPH - Total Petroleum Hydrocarbons,Portion of Property,,50716695,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=50716695
9966,4080706,Fort Wayne Police K9 Training Center,919 Wells St,Fort Wayne,Allen County,Brownfields,BFF Site Status Letter 11/10/2010,Environmental Restrictive Covenant,151,2011000738,06-Jan-11,Residential Use Restriction,Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,60392114,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=60392114
10446,637,Speedway 5157,910 W Lincoln Ave,Goshen,Elkhart County,UST,LUS No Further Action 12/12/1995,Environmental Restrictive Covenant,1027,2008-22502,18-Sep-08,Paved or Concrete Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,34906167,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=34906167
10448,4241,Indianapolis Department of Public Works,3915 E 21st St,Indianapolis,Marion County,UST,LUS No Further Action 12/31/2014,Environmental Restrictive Covenant,1449,,30-Oct-14,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80013513,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80013513
10454,6971009,South Bend Modern Molding Incorporated,605 Laurel St,Mishawaka,St Joseph County,VRP,VRP Certificate of Completion 8/6/1999,Deed Notice,673,9938546,18-Aug-99,Residential Use Restriction,Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,45944507,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=45944507
10455,4130217,Mitchel & Scott Company Plant 2,627 N College Ave,Indianapolis,Marion County,Brownfields Program,Comfort Letter,Environmental Restrictive Covenant,1713,A201300101579,20-Aug-13,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction,Ground Water; SubSurface Soil; Surface Soil,Metals - Inorganic; PAH - Polynuclear Aromatic Hydrocarbons; VOC - Volatile Organic Compounds,Entire Property; Portion of property,,69977374,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69977374
10460,17370,Speedway 5556,719 W Morgan St,Spencer,Owen County,UST,LUS No Further Action 8/1/2008,Environmental Restrictive Covenant,1058,17549517,10-Apr-08,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water,Petroleum; SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,29760243,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=29760243
10474,16674,Brookside,1901 N Olney St,Indianapolis,Marion County,UST,LUS No Further Action 12/12/2006,Environmental Restrictive Covenant,821,2006-0157235,10-Oct-06,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,48113541,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=48113541
10484,5685,Speedway 8305,4705 Calumet Ave,Hammond,Lake County,UST,LUS No Further Action 9/4/2008,Environmental Restrictive Covenant,73,2007100725,27-Dec-07,Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum; SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons,Entire Property,,39198564,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=39198564
10490,15538,SPEEDWAY 7005,2510 CHESTER BLVD,Richmond,Wayne County,UST,LUS No Further Action 4/19/2013,Environmental Restrictive Covenant,1136,2013001381,19-Feb-13,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,67546746,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67546746
10494,5697,Speedway 8335,6845 Calumet Ave,Hammond,Lake County,UST,LUS No Further Action 9/29/2015,Environmental Restrictive Covenant,1455,,18-Aug-15,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Surface Soil,Petroleum,Entire Property,,80113299,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80113299
10495,5692,Speedway 8316,630 Joliet St,Dyer,Lake County,UST,LUS No Further Action 7/3/2008,Environmental Restrictive Covenant,565,2008008298,05-Feb-08,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,29513035,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=29513035
10526,5686,Speedway 8306,811 W 37th Ave,Hobart,Lake County,UST,LUS No Further Action 3/6/2013,Environmental Restrictive Covenant,1459,,07-Jan-13,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,67352902,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67352902
10529,5693,Pilot Travel Center 29,6900 N Old US Hwy 27,Fremont,Steuben County,UST,LUS No Further Action 10/12/2012,Environmental Restrictive Covenant,456,12050125,07-May-12,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,66142684,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66142684
10552,7129,Speedway 6230,101 W Morgan St,Kokomo,Howard County,UST,LUS No Further Action 7/27/2011,Environmental Restrictive Covenant,463,1134011248,15-Jul-11,Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,63029210,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=63029210
10568,6960305,Trunkline Gas Compressor Station Company,6580 S CR 200 E,Knox,Starke County,VRP,VRP Certificate of Completion 11/16/1998,Deed Notice,1126,,16-Nov-98,Residential Use Restriction,Ground Water; Subsurface Soil,PCB - Polychlorinated Byphenols,Entire Property,,47274861,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=47274861
10569,4110202,Warner Bodies,11700 N SR 37,Elwood,Madison County,Brownfields,BFF No Further Action 1/17/2012,Environmental Restrictive Covenant,275,2012R003014; 2012R009407,20-Jun-12,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals,Entire Property,,66432605,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66432605
10579,6951003,Anchor Glass Container Corporation,603 E North St,Winchester,Randolph County,VRP,VRP Certificate of Completion 3/22/2002,Deed Notice,767,23604,27-Mar-02,Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; PCB - Polychlorinated Byphenols; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,46585198,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=46585198
10598,6990203,Shorewood Packaging Corporation,620 S Belmont Ave,Indianapolis,Marion County,VRP,VRP Certificate of Completion 10/17/2003,Deed Notice,787,2000-0155145; 2003-0239395,07-Nov-03,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; PCB - Polychlorinated Byphenols; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,46507922,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=46507922
10604,6950401,Steel Parts Corporation,801 Berryman Pike,Tipton,Tipton County,VRP,VRP Certificate of Completion 11/24/1997,Deed Notice,735,55/456-461,30-Dec-97,Soil or Vegetative Cap; Residential Use Restriction,Subsurface Soil; Surface Soil,Metals,Entire Property,,45990410,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=45990410
10610,6980305,Panhandle Eastern Pipeline Company,9371 Zionsville Rd,Indianapolis,Marion County,VRP,VRP Certificate of Completion 2/8/2000,Deed Notice,684,2000-0060840,18-Apr-00,Residential Use Restriction,Subsurface Soil; Surface Soil,PAH - Polynuclear Aromatic Hydrocarbons; PCB - Polychlorinated Byphenols,Entire Property,,66817603,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66817603
10621,6020802,Grissom Air Reserve Base,641 Readiness Cir,Grissom Air Reserve Base,Miami County,VRP,VRP Certificate of Completion 2/25/2008,Environmental Restrictive Covenant,888,20070524292,19-Sep-07,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Metals; SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,33304744,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=33304744
10622,6061203,US Premier Tube Mills,2855 Michigan Rd,Madison,Jefferson County,VRP,VRP Certificate of Completion 4/11/2013,Environmental Restrictive Covenant,830,2012-04803,18-Oct-12,Paved or Concrete Cap; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,SVOCs - Semi Volatile Organic Compounds,Portion of Property,,68026603,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68026603
10648,1714,United Parcel Service,21 E Negley Ave,Evansville,Vanderburgh County,UST,LUS No Further Action 1/27/2009,Environmental Restrictive Covenant,959,2009R00001250,15-Jan-09,Maintain Vapor Mitigation System;  Paved or Concrete Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,42929424,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=42929424
10670,18072,7 Eleven,901 S Mayflower Rd,South Bend,St Joseph County,UST,LUS No Further Action 10/18/2013,Environmental Restrictive Covenant,1478,,21-Aug-13,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,68932816,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68932816
10762,12274,Speedway 5488,304 S 1st St,Beech Grove,Marion County,UST,LUS No Further Action 5/10/2006,Environmental Restrictive Covenant,820,A200500051609,06-Apr-05,Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum,Entire Property,,25335837,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=25335837
10763,668,Pilot Travel Center 035,6424 W Brick Rd,South Bend,St Joseph County,UST,LUS No Further Action 9/7/2011,Environmental Restrictive Covenant,590,1102636,26-Jan-11,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,63495738,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=63495738
10805,6980306,Panhandle Eastern Pipeline Company,2623 N CR 600 W,Montezuma,Parke County,VRP,VRP Certificate of Completion 2/8/2000,Deed Notice,685,,22-Feb-00,Residential Use Restriction,Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property,,66817592,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66817592
10811,200712091,Marathon Petroleum Company LP,1200 Old SR 69 S,Mount Vernon,Posey County,State Cleanup,SCS No Further Action 7/8/2010,Environmental Restrictive Covenant,242,200601447; 201001858,08-Jun-10,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,22842204; 56156915,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=22842204; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=56156915
10811,200712091,Marathon Petroleum Company LP,1200 Old SR 69 S,Mount Vernon,Posey County,State Cleanup,SCS No Further Action 7/8/2010,Environmental Restrictive Covenant,242,200601447; 201001858,08-Jun-10,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,22842204; 56156915,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=22842204; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=56156915
10842,4000030,Robert Bosch Braking Systems,401 N Bendix Dr,South Bend,St Joseph County,Brownfields,BFF Comfort Letter 8/16/2013,Environmental Restrictive Covenant,1483,,11-Feb-15,Maintain Vapor Mitigation System; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Soil Gas (Vapor); Subsurface Soil,Metals; VOCs - Volatile Organic Compounds,Portion of Property,,80009450,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80009450
10854,4090519,Onward Manufacturing Company,1000 E Market St,Huntington,Huntington County,Brownfields,BFF Comfort Letter 3/25/2013,Environmental Restrictive Covenant,1485,,03-Jul-13,Maintain Vapor Mitigation System; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,68724252,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68724252
10868,18383,Indianapolis Belmont WWTP,2700 S Belmont Ave,Indianapolis,Marion County,LUST,FID 18383,Environmental Restrictive Covenant,6108,,03-Jul-06,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Prohibit Monitoring Interference; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,25112688,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=25112688
10888,9062,Cargill,632 N Center St,Bremen,Marshall County,LUST,LUS No Further Action 9/29/2009,Environmental Restrictive Covenant,507,200905232,07-Aug-09,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,50742909,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=50742909
10889,10889,Warrick County Cooperative,520 S 4th St,Boonville,Warrick County,UST,LUS No Further Action 8/11/2008,Environmental Restrictive Covenant,1488,,27-Jun-08,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,31170481,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=31170481
